,lemma,pos,token,annotation
8436,Races,NNPS,Races,O
8437,.,.,.,O
8438,But,CC,But,O
8439,though,IN,though,O
8440,she,PRP,she,O
8441,wa,VBD,was,O
8442,a,DT,a,O
8443,wife,NN,wife,O
8444,and,CC,and,O
8445,a,DT,a,O
8446,mother,NN,mother,O
8447,",",",",",",O
8448,she,PRP,she,O
8449,wa,VBD,was,O
8450,not,RB,not,O
8451,a,DT,a,O
8452,bit,NN,bit,O
8453,softened,JJ,softened,O
8454,",",",",",",O
8455,but,CC,but,O
8456,a,DT,as,O
8457,haughty,NN,haughty,O
8458,and,CC,and,O
8459,a,DT,as,O
8460,passionate,NN,passionate,O
8461,a,DT,as,O
8462,ever,RB,ever,O
8463,;,:,;,O
8464,and,CC,and,O
8465,perhaps,RB,perhaps,O
8466,more,RBR,more,O
8467,so,RB,so,O
8468,",",",",",",O
8469,for,IN,for,O
8470,she,PRP,she,O
8471,wa,VBZ,was,O
8472,jealous,JJ,jealous,O
8473,of,IN,of,O
8474,Miss,NNP,Miss,O
8475,Grace,NNP,Grace,O
8476,",",",",",",O
8477,to,TO,to,O
8478,whom,WP,whom,O
8479,her,PRP$,her,O
8480,foreign,JJ,foreign,O
8481,husband,NN,husband,O
8482,paid,VBD,paid,O
8483,a,DT,a,O
8484,deal,NN,deal,O
8485,of,IN,of,O
8486,court,NN,court,O
8487,--,:,--,O
8488,by,IN,by,O
8489,way,NN,way,O
8490,of,IN,of,O
8491,blinding,VBG,blinding,O
8492,her,PRP$,her,O
8493,--,:,--,O
8494,a,DT,as,O
8495,he,PRP,he,O
8496,told,VBD,told,O
8497,his,PRP$,his,O
8498,wife,NN,wife,O
8499,.,.,.,O
8500,But,CC,But,O
8501,Miss,NNP,Miss,O
8502,Grace,NNP,Grace,O
8503,triumphed,VBD,triumphed,O
8504,over,IN,over,O
8505,Miss,NNP,Miss,O
8506,Maude,NNP,Maude,O
8507,",",",",",",O
8508,and,CC,and,O
8509,Miss,NNP,Miss,O
8510,Maude,NNP,Maude,O
8511,grew,VBD,grew,O
8512,fiercer,NN,fiercer,O
8513,and,CC,and,O
8514,fiercer,NN,fiercer,O
8515,",",",",",",O
8516,both,DT,both,O
8517,with,IN,with,O
8518,her,PRP$,her,O
8519,husband,NN,husband,O
8520,and,CC,and,O
8521,with,IN,with,O
8522,her,PRP$,her,O
8523,sister,NN,sister,O
8524,;,:,;,O
8525,and,CC,and,O
8526,the,DT,the,O
8527,former,JJ,former,O
8528,--,:,--,O
8529,who,WP,who,O
8530,could,MD,could,O
8531,easily,RB,easily,O
8532,shake,VB,shake,O
8533,off,RP,off,O
8534,what,WP,what,O
8535,wa,NN,was,O
8536,disagreeable,JJ,disagreeable,O
8537,",",",",",",O
8538,and,CC,and,O
8539,hide,VB,hide,O
8540,himself,PRP,himself,O
8541,in,IN,in,O
8542,foreign,JJ,foreign,O
8543,country,NN,countries,O
8544,--,:,--,O
8545,went,VBD,went,O
8546,away,RB,away,O
8547,a,DT,a,O
8548,month,NN,month,O
8549,before,IN,before,O
8550,his,PRP$,his,O
8551,usual,JJ,usual,O
8552,time,NN,time,O
8553,that,WDT,that,O
8554,summer,NN,summer,O
8555,",",",",",",O
8556,and,CC,and,O
8557,half-threatened,JJ,half-threatened,O
8558,that,IN,that,O
8559,he,PRP,he,O
8560,would,MD,would,O
8561,never,RB,never,O
8562,come,VB,come,O
8563,back,RB,back,O
8564,again,RB,again,O
8565,.,.,.,O
8566,Meanwhile,RB,Meanwhile,O
8567,",",",",",",O
8568,the,DT,the,O
8569,little,JJ,little,O
8570,girl,JJ,girl,O
8571,wa,NN,was,O
8572,left,VBD,left,O
8573,at,IN,at,O
8574,the,DT,the,O
8575,farm-house,NN,farm-house,O
8576,",",",",",",O
8577,and,CC,and,O
8578,her,PRP$,her,O
8579,mother,NN,mother,O
8580,used,VBN,used,O
8581,to,TO,to,O
8582,have,VB,have,O
8583,her,PRP$,her,O
8584,horse,NN,horse,O
8585,saddled,VBD,saddled,O
8586,and,CC,and,O
8587,gallop,VB,gallop,O
8588,wildly,RB,wildly,O
8589,over,IN,over,O
8590,the,DT,the,O
8591,hill,NN,hills,O
8592,to,TO,to,O
8593,see,VB,see,O
8594,her,PRP$,her,O
8595,once,RB,once,O
8596,every,DT,every,O
8597,week,NN,week,O
8598,",",",",",",O
8599,at,IN,at,O
8600,the,DT,the,O
8601,very,RB,very,O
8602,least,JJS,least,O
8603,;,:,;,O
8604,for,IN,for,O
8605,where,WRB,where,O
8606,she,PRP,she,O
8607,loved,VBD,loved,O
8608,she,PRP,she,O
8609,loved,VBD,loved,O
8610,",",",",",",O
8611,and,CC,and,O
8612,where,WRB,where,O
8613,she,PRP,she,O
8614,hated,VBD,hated,O
8615,she,PRP,she,O
8616,hated,VBD,hated,O
8617,.,.,.,O
8618,And,CC,And,O
8619,the,DT,the,O
8620,old,JJ,old,O
8621,lord,NN,lord,O
8622,went,VBD,went,O
8623,on,IN,on,O
8624,playing,NN,playing,O
8625,--,:,--,O
8626,playing,VBG,playing,O
8627,on,IN,on,O
8628,his,PRP$,his,O
8629,organ,NN,organ,O
8630,;,:,;,O
8631,and,CC,and,O
8632,the,DT,the,O
8633,servant,JJ,servants,O
8634,thought,VBD,thought,O
8635,the,DT,the,O
8636,sweet,JJ,sweet,O
8637,music,NN,music,O
8638,he,PRP,he,O
8639,made,VBD,made,O
8640,had,VBD,had,O
8641,soothed,VBN,soothed,O
8642,down,RP,down,O
8643,his,PRP$,his,O
8644,awful,JJ,awful,O
8645,temper,NN,temper,O
8646,",",",",",",O
8647,of,IN,of,O
8648,which,WDT,which,O
8649,(,(,(,O
8650,Dorothy,NNP,Dorothy,O
8651,said,VBD,said,O
8652,),),),O
8653,some,DT,some,O
8654,terrible,JJ,terrible,O
8655,tale,NN,tales,O
8656,could,MD,could,O
8657,be,VB,be,O
8658,told,VBN,told,O
8659,.,.,.,O
8660,He,PRP,He,O
8661,grew,VBD,grew,O
8662,infirm,RB,infirm,O
8663,too,RB,too,O
8664,",",",",",",O
8665,and,CC,and,O
8666,had,VBD,had,O
8667,to,TO,to,O
8668,walk,VB,walk,O
8669,with,IN,with,O
8670,a,DT,a,O
8671,crutch,NN,crutch,O
8672,;,:,;,O
8673,and,CC,and,O
8674,his,PRP$,his,O
8675,son,NN,son,O
8676,--,:,--,O
8677,that,WDT,that,O
8678,wa,VBP,was,O
8679,the,DT,the,O
8680,present,JJ,present,O
8681,Lord,NNP,Lord,O
8682,Furnivall,NNP,Furnivall,O
8683,'s,POS,'s,O
8684,father,NN,father,O
8685,--,:,--,O
8686,wa,WDT,was,O
8687,with,IN,with,O
8688,the,DT,the,O
8689,army,NN,army,O
8690,in,IN,in,O
8691,America,NNP,America,O
8692,",",",",",",O
8693,and,CC,and,O
8694,the,DT,the,O
8695,other,JJ,other,O
8696,son,NN,son,O
8697,at,IN,at,O
8698,sea,NN,sea,O
8699,;,:,;,O
8700,so,CC,so,O
8701,Miss,NNP,Miss,O
8702,Maude,NNP,Maude,O
8703,had,VBD,had,O
8704,it,PRP,it,O
8705,pretty,RB,pretty,O
8706,much,JJ,much,O
8707,her,PRP$,her,O
8708,own,JJ,own,O
8709,way,NN,way,O
8710,",",",",",",O
8711,and,CC,and,O
8712,she,PRP,she,O
8713,and,CC,and,O
8714,Miss,NNP,Miss,O
8715,Grace,NNP,Grace,O
8716,grew,VBD,grew,O
8717,colder,NN,colder,O
8718,and,CC,and,O
8719,bitterer,NN,bitterer,O
8720,to,TO,to,O
8721,each,DT,each,O
8722,other,JJ,other,O
8723,every,DT,every,O
8724,day,NN,day,O
8725,;,:,;,O
8726,till,NN,till,O
8727,at,IN,at,O
8728,last,JJ,last,O
8729,they,PRP,they,O
8730,hardly,RB,hardly,O
8731,ever,RB,ever,O
8732,spoke,VBD,spoke,O
8733,",",",",",",O
8734,except,IN,except,O
8735,when,WRB,when,O
8736,the,DT,the,O
8737,old,JJ,old,O
8738,lord,NN,lord,O
8739,wa,NN,was,O
8740,by,IN,by,O
8741,.,.,.,O
8742,The,DT,The,O
8743,foreign,JJ,foreign,O
8744,musician,JJ,musician,O
8745,came,VBD,came,O
8746,again,RB,again,O
8747,the,DT,the,O
8748,next,JJ,next,O
8749,summer,NN,summer,O
8750,",",",",",",O
8751,but,CC,but,O
8752,it,PRP,it,O
8753,wa,VBZ,was,O
8754,for,IN,for,O
8755,the,DT,the,O
8756,last,JJ,last,O
8757,time,NN,time,O
8758,;,:,;,O
8759,for,IN,for,O
8760,they,PRP,they,O
8761,led,VBD,led,O
8762,him,PRP,him,O
8763,such,PDT,such,O
8764,a,DT,a,O
8765,life,NN,life,O
8766,with,IN,with,O
8767,their,PRP$,their,O
8768,jealousy,NN,jealousy,O
8769,and,CC,and,O
8770,their,PRP$,their,O
8771,passion,NN,passions,O
8772,",",",",",",O
8773,that,IN,that,O
8774,he,PRP,he,O
8775,grew,VBD,grew,O
8776,weary,JJ,weary,O
8777,",",",",",",O
8778,and,CC,and,O
8779,went,VBD,went,O
8780,away,RB,away,O
8781,",",",",",",O
8782,and,CC,and,O
8783,never,RB,never,O
8784,wa,VB,was,O
8785,heard,NN,heard,O
8786,of,IN,of,O
8787,again,RB,again,O
8788,.,.,.,O
8789,And,CC,And,O
8790,Miss,NNP,Miss,O
8791,Maude,NNP,Maude,O
8792,",",",",",",O
8793,who,WP,who,O
8794,had,VBD,had,O
8795,always,RB,always,O
8796,meant,VBN,meant,O
8797,to,TO,to,O
8798,have,VB,have,O
8799,her,PRP$,her,O
8800,marriage,NN,marriage,O
8801,acknowledged,VBD,acknowledged,O
8802,when,WRB,when,O
8803,her,PRP$,her,O
8804,father,NN,father,O
8805,should,MD,should,O
8806,be,VB,be,O
8807,dead,JJ,dead,O
8808,",",",",",",O
8809,wa,JJ,was,O
8810,left,VBD,left,O
8811,now,RB,now,O
8812,a,DT,a,O
8813,deserted,JJ,deserted,O
8814,wife,NN,wife,O
8815,",",",",",",O
8816,whom,WP,whom,O
8817,nobody,NN,nobody,O
8818,knew,VBD,knew,O
8819,to,TO,to,O
8820,have,VB,have,O
8821,been,VBN,been,O
8822,married,VBN,married,O
8823,",",",",",",O
8824,with,IN,with,O
8825,a,DT,a,O
8826,child,NN,child,O
8827,that,IN,that,O
8828,she,PRP,she,O
8829,dared,VBD,dared,O
8830,not,RB,not,O
8831,own,JJ,own,O
8832,",",",",",",O
8833,although,IN,although,O
8834,she,PRP,she,O
8835,loved,VBD,loved,O
8836,it,PRP,it,O
8837,to,TO,to,O
8838,distraction,NN,distraction,O
8839,;,:,;,O
8840,living,VBG,living,O
8841,with,IN,with,O
8842,a,DT,a,O
8843,father,NN,father,O
8844,whom,WP,whom,O
8845,she,PRP,she,O
8846,feared,VBD,feared,O
8847,",",",",",",O
8848,and,CC,and,O
8849,a,DT,a,O
8850,sister,NN,sister,O
8851,whom,WP,whom,O
8852,she,PRP,she,O
8853,hated,VBD,hated,O
8854,.,.,.,O
8855,When,WRB,When,O
8856,the,DT,the,O
8857,next,JJ,next,O
8858,summer,NN,summer,O
8859,passed,VBD,passed,O
8860,over,IN,over,O
8861,",",",",",",O
8862,and,CC,and,O
8863,the,DT,the,O
8864,dark,NN,dark,O
8865,foreigner,NN,foreigner,O
8866,never,RB,never,O
8867,came,VBD,came,O
8868,",",",",",",O
8869,both,DT,both,O
8870,Miss,NNP,Miss,O
8871,Maude,NNP,Maude,O
8872,and,CC,and,O
8873,Miss,NNP,Miss,O
8874,Grace,NNP,Grace,O
8875,grew,VBD,grew,O
8876,gloomy,JJ,gloomy,O
8877,and,CC,and,O
8878,sad,JJ,sad,O
8879,;,:,;,O
8880,they,PRP,they,O
8881,had,VBD,had,O
8882,a,DT,a,O
8883,haggard,JJ,haggard,O
8884,look,NN,look,O
8885,about,IN,about,O
8886,them,PRP,them,O
8887,",",",",",",O
8888,though,IN,though,O
8889,they,PRP,they,O
8890,looked,VBD,looked,O
8891,handsome,NN,handsome,O
8892,a,DT,as,O
8893,ever,RB,ever,O
8894,.,.,.,O
8895,But,CC,But,O
8896,",",",",",",O
8897,by-and-by,JJ,by-and-by,O
8898,",",",",",",O
8899,Maude,NNP,Maude,O
8900,brightened,VBD,brightened,O
8901,;,:,;,O
8902,for,IN,for,O
8903,her,PRP$,her,O
8904,father,NN,father,O
8905,grew,VBD,grew,O
8906,more,JJR,more,O
8907,and,CC,and,O
8908,more,JJR,more,O
8909,infirm,NN,infirm,O
8910,",",",",",",O
8911,and,CC,and,O
8912,more,JJR,more,O
8913,than,IN,than,O
8914,ever,RB,ever,O
8915,carried,VBN,carried,O
8916,away,RP,away,O
8917,by,IN,by,O
8918,his,PRP$,his,O
8919,music,NN,music,O
8920,;,:,;,O
8921,and,CC,and,O
8922,she,PRP,she,O
8923,and,CC,and,O
8924,Miss,NNP,Miss,O
8925,Grace,NNP,Grace,O
8926,lived,VBD,lived,O
8927,almost,RB,almost,O
8928,entirely,RB,entirely,O
8929,apart,RB,apart,O
8930,",",",",",",O
8931,having,VBG,having,O
8932,separate,JJ,separate,O
8933,room,NN,rooms,O
8934,",",",",",",O
8935,the,DT,the,O
8936,one,NN,one,O
8937,on,IN,on,O
8938,the,DT,the,O
8939,west,JJ,west,O
8940,side,NN,side,O
8941,",",",",",",O
8942,Miss,NNP,Miss,O
8943,Maude,NNP,Maude,O
8944,on,IN,on,O
8945,the,DT,the,O
8946,east,NN,east,O
8947,--,:,--,O
8948,those,DT,those,O
8949,very,RB,very,O
8950,room,NN,rooms,O
8951,which,WDT,which,O
8952,were,VBD,were,O
8953,now,RB,now,O
8954,shut,VBN,shut,O
8955,up,RP,up,O
8956,.,.,.,O
8957,So,IN,So,O
8958,she,PRP,she,O
8959,thought,VBD,thought,O
8960,she,PRP,she,O
8961,might,MD,might,O
8962,have,VB,have,O
8963,her,PRP$,her,O
8964,little,JJ,little,O
8965,girl,NN,girl,O
8966,with,IN,with,O
8967,her,PRP,her,O
8968,",",",",",",O
8969,and,CC,and,O
8970,no,DT,no,O
8971,one,NN,one,O
8972,need,NN,need,O
8973,ever,RB,ever,O
8974,know,VB,know,O
8975,except,IN,except,O
8976,those,DT,those,O
8977,who,WP,who,O
8978,dared,VBD,dared,O
8979,not,RB,not,O
8980,speak,JJ,speak,O
8981,about,IN,about,O
8982,it,PRP,it,O
8983,",",",",",",O
8984,and,CC,and,O
8985,were,VBD,were,O
8986,bound,VBN,bound,O
8987,to,TO,to,O
8988,believe,VB,believe,O
8989,that,IN,that,O
8990,it,PRP,it,O
8991,wa,VBZ,was,O
8992,",",",",",",O
8993,a,DT,as,O
8994,she,PRP,she,O
8995,said,VBD,said,O
8996,",",",",",",O
8997,a,DT,a,O
8998,cottager,NN,cottager,O
8999,'s,POS,'s,O
9000,child,NN,child,O
9001,she,PRP,she,O
9002,had,VBD,had,O
9003,taken,VBN,taken,O
9004,a,DT,a,O
9005,fancy,NN,fancy,O
9006,to,TO,to,O
9007,.,.,.,O
9008,All,PDT,All,O
9009,this,DT,this,O
9010,",",",",",",O
9011,Dorothy,NNP,Dorothy,O
9012,said,VBD,said,O
9013,",",",",",",O
9014,wa,VBD,was,O
9015,pretty,RB,pretty,O
9016,well,RB,well,O
9017,known,VBN,known,O
9018,;,:,;,O
9019,but,CC,but,O
9020,what,WP,what,O
9021,came,VBD,came,O
9022,afterwards,RB,afterwards,O
9023,no,DT,no,O
9024,one,NN,one,O
9025,knew,NN,knew,O
9026,",",",",",",O
9027,except,IN,except,O
9028,Miss,NNP,Miss,O
9029,Grace,NNP,Grace,O
9030,and,CC,and,O
9031,Mrs.,NNP,Mrs.,O
9032,Stark,NNP,Stark,O
9033,",",",",",",O
9034,who,WP,who,O
9035,wa,VBD,was,O
9036,even,RB,even,O
9037,then,RB,then,O
9038,her,PRP$,her,O
9039,maid,NN,maid,O
9040,",",",",",",O
9041,and,CC,and,O
9042,much,RB,much,O
9043,more,JJR,more,O
9044,of,IN,of,O
9045,a,DT,a,O
9046,friend,NN,friend,O
9047,to,TO,to,O
9048,her,PRP$,her,O
9049,than,IN,than,O
9050,ever,RB,ever,O
9051,her,PRP$,her,O
9052,sister,NN,sister,O
9053,had,VBD,had,O
9054,been,VBN,been,O
9055,.,.,.,O
9056,But,CC,But,O
9057,the,DT,the,O
9058,servant,NN,servants,O
9059,supposed,VBD,supposed,O
9060,",",",",",",O
9061,from,IN,from,O
9062,word,NN,words,O
9063,that,WDT,that,O
9064,were,VBD,were,O
9065,dropped,VBN,dropped,O
9066,",",",",",",O
9067,that,IN,that,O
9068,Miss,NNP,Miss,O
9069,Maude,NNP,Maude,O
9070,had,VBD,had,O
9071,triumphed,VBN,triumphed,O
9072,over,IN,over,O
9073,Miss,NNP,Miss,O
9074,Grace,NNP,Grace,O
9075,",",",",",",O
9076,and,CC,and,O
9077,told,VBD,told,O
9078,her,PRP$,her,O
9079,that,IN,that,O
9080,all,PDT,all,O
9081,the,DT,the,O
9082,time,NN,time,O
9083,the,DT,the,O
9084,dark,NN,dark,O
9085,foreigner,NN,foreigner,O
9086,had,VBD,had,O
9087,been,VBN,been,O
9088,mocking,VBG,mocking,O
9089,her,PRP$,her,O
9090,with,IN,with,O
9091,pretended,JJ,pretended,O
9092,love,NN,love,O
9093,--,:,--,O
9094,he,PRP,he,O
9095,wa,VBZ,was,O
9096,her,PRP$,her,O
9097,own,JJ,own,O
9098,husband,NN,husband,O
9099,.,.,.,O
9100,The,DT,The,O
9101,colour,NN,colour,O
9102,left,VBD,left,O
9103,Miss,NNP,Miss,O
9104,Grace,NNP,Grace,O
9105,'s,POS,'s,O
9106,cheek,NN,cheek,O
9107,and,CC,and,O
9108,lip,NN,lips,O
9109,that,WDT,that,O
9110,very,RB,very,O
9111,day,NN,day,O
9112,for,IN,for,O
9113,ever,RB,ever,O
9114,",",",",",",O
9115,and,CC,and,O
9116,she,PRP,she,O
9117,wa,VBZ,was,O
9118,heard,NN,heard,O
9119,to,TO,to,O
9120,say,VB,say,O
9121,many,JJ,many,O
9122,a,DT,a,O
9123,time,NN,time,O
9124,that,WDT,that,O
9125,sooner,RB,sooner,O
9126,or,CC,or,O
9127,later,RB,later,O
9128,she,PRP,she,O
9129,would,MD,would,O
9130,have,VB,have,O
9131,her,PRP$,her,O
9132,revenge,NN,revenge,O
9133,;,:,;,O
9134,and,CC,and,O
9135,Mrs.,NNP,Mrs.,O
9136,Stark,NNP,Stark,O
9137,wa,NN,was,O
9138,for,IN,for,O
9139,ever,RB,ever,O
9140,spying,VBG,spying,O
9141,about,IN,about,O
9142,the,DT,the,O
9143,east,JJ,east,O
9144,room,NN,rooms,O
9145,.,.,.,O
9146,One,CD,One,O
9147,fearful,JJ,fearful,O
9148,night,NN,night,O
9149,",",",",",",O
9150,just,RB,just,O
9151,after,IN,after,O
9152,the,DT,the,O
9153,New,NNP,New,O
9154,Year,NNP,Year,O
9155,had,VBD,had,O
9156,come,VBN,come,O
9157,in,IN,in,O
9158,",",",",",",O
9159,when,WRB,when,O
9160,the,DT,the,O
9161,snow,NN,snow,O
9162,wa,VBZ,was,O
9163,lying,VBG,lying,O
9164,thick,NN,thick,O
9165,and,CC,and,O
9166,deep,JJ,deep,O
9167,;,:,;,O
9168,and,CC,and,O
9169,the,DT,the,O
9170,flake,NN,flakes,O
9171,were,VBD,were,O
9172,still,RB,still,O
9173,falling,VBG,falling,O
9174,--,:,--,O
9175,fast,RB,fast,O
9176,enough,RB,enough,O
9177,to,TO,to,O
9178,blind,VB,blind,O
9179,any,DT,any,O
9180,one,CD,one,O
9181,who,WP,who,O
9182,might,MD,might,O
9183,be,VB,be,O
9184,out,RB,out,O
9185,and,CC,and,O
9186,abroad,RB,abroad,O
9187,--,:,--,O
9188,there,EX,there,O
9189,wa,VBZ,was,O
9190,a,DT,a,O
9191,great,JJ,great,O
9192,and,CC,and,O
9193,violent,JJ,violent,O
9194,noise,NN,noise,O
9195,heard,NN,heard,O
9196,",",",",",",O
9197,and,CC,and,O
9198,the,DT,the,O
9199,old,JJ,old,O
9200,lord,NN,lord,O
9201,'s,POS,'s,O
9202,voice,NN,voice,O
9203,above,IN,above,O
9204,all,DT,all,O
9205,",",",",",",O
9206,cursing,VBG,cursing,O
9207,and,CC,and,O
9208,swearing,VBG,swearing,O
9209,awfully,RB,awfully,O
9210,",",",",",",O
9211,and,CC,and,O
9212,the,DT,the,O
9213,cry,NN,cries,O
9214,of,IN,of,O
9215,a,DT,a,O
9216,little,JJ,little,O
9217,child,NN,child,O
9218,",",",",",",O
9219,and,CC,and,O
9220,the,DT,the,O
9221,proud,JJ,proud,O
9222,defiance,NN,defiance,O
9223,of,IN,of,O
9224,a,DT,a,O
9225,fierce,JJ,fierce,O
9226,woman,NN,woman,O
9227,",",",",",",O
9228,and,CC,and,O
9229,the,DT,the,O
9230,sound,NN,sound,O
9231,of,IN,of,O
9232,a,DT,a,O
9233,blow,NN,blow,O
9234,",",",",",",O
9235,and,CC,and,O
9236,a,DT,a,O
9237,dead,JJ,dead,O
9238,stillness,NN,stillness,O
9239,",",",",",",O
9240,and,CC,and,O
9241,moan,NN,moans,O
9242,and,CC,and,O
9243,wailing,VBG,wailings,O
9244,dying,VBG,dying,O
9245,away,RB,away,O
9246,on,IN,on,O
9247,the,DT,the,O
9248,hill-side,NN,hill-side,O
9249,!,.,!,O
9250,Then,RB,Then,O
9251,the,DT,the,O
9252,old,JJ,old,O
9253,lord,NN,lord,O
9254,summoned,VBD,summoned,O
9255,all,PDT,all,O
9256,his,PRP$,his,O
9257,servant,NN,servants,O
9258,",",",",",",O
9259,and,CC,and,O
9260,told,VBD,told,O
9261,them,PRP,them,O
9262,",",",",",",O
9263,with,IN,with,O
9264,terrible,JJ,terrible,O
9265,oath,NN,oaths,O
9266,",",",",",",O
9267,and,CC,and,O
9268,word,NN,words,O
9269,more,RBR,more,O
9270,terrible,JJ,terrible,O
9271,",",",",",",O
9272,that,IN,that,O
9273,his,PRP$,his,O
9274,daughter,NN,daughter,O
9275,had,VBD,had,O
9276,disgraced,VBN,disgraced,O
9277,herself,PRP,herself,O
9278,",",",",",",O
9279,and,CC,and,O
9280,that,IN,that,O
9281,he,PRP,he,O
9282,had,VBD,had,O
9283,turned,VBN,turned,O
9284,her,PRP,her,O
9285,out,IN,out,O
9286,of,IN,of,O
9287,door,NN,doors,O
9288,--,:,--,O
9289,her,PRP$,her,O
9290,",",",",",",O
9291,and,CC,and,O
9292,her,PRP$,her,O
9293,child,NN,child,O
9294,--,:,--,O
9295,and,CC,and,O
9296,that,IN,that,O
9297,if,IN,if,O
9298,ever,RB,ever,O
9299,they,PRP,they,O
9300,gave,VBD,gave,O
9301,her,PRP,her,O
9302,help,NN,help,O
9303,",",",",",",O
9304,or,CC,or,O
9305,food,NN,food,O
9306,",",",",",",O
9307,or,CC,or,O
9308,shelter,NN,shelter,O
9309,",",",",",",O
9310,he,PRP,he,O
9311,prayed,VBD,prayed,O
9312,that,IN,that,O
9313,they,PRP,they,O
9314,might,MD,might,O
9315,never,RB,never,O
9316,enter,VB,enter,O
9317,heaven,NN,heaven,O
9318,.,.,.,O
9319,And,CC,And,O
9320,",",",",",",O
9321,all,PDT,all,O
9322,the,DT,the,O
9323,while,NN,while,O
9324,",",",",",",O
9325,Miss,NNP,Miss,O
9326,Grace,NNP,Grace,O
9327,stood,VBD,stood,O
9328,by,IN,by,O
9329,him,PRP,him,O
9330,",",",",",",O
9331,white,JJ,white,O
9332,and,CC,and,O
9333,still,RB,still,O
9334,a,DT,as,O
9335,any,DT,any,O
9336,stone,NN,stone,O
9337,;,:,;,O
9338,and,CC,and,O
9339,",",",",",",O
9340,when,WRB,when,O
9341,he,PRP,he,O
9342,had,VBD,had,O
9343,ended,VBN,ended,O
9344,",",",",",",O
9345,she,PRP,she,O
9346,heaved,VBD,heaved,O
9347,a,DT,a,O
9348,great,JJ,great,O
9349,sigh,NN,sigh,O
9350,",",",",",",O
9351,a,DT,as,O
9352,much,RB,much,O
9353,a,DT,as,O
9354,to,TO,to,O
9355,say,VB,say,O
9356,her,PRP$,her,O
9357,work,NN,work,O
9358,wa,NN,was,O
9359,done,VBN,done,O
9360,",",",",",",O
9361,and,CC,and,O
9362,her,PRP$,her,O
9363,end,NN,end,O
9364,wa,NN,was,O
9365,accomplished,VBN,accomplished,O
9366,.,.,.,O
9367,But,CC,But,O
9368,the,DT,the,O
9369,old,JJ,old,O
9370,lord,NN,lord,O
9371,never,RB,never,O
9372,touched,VBD,touched,O
9373,his,PRP$,his,O
9374,organ,NN,organ,O
9375,again,RB,again,O
9376,",",",",",",O
9377,and,CC,and,O
9378,died,VBD,died,O
9379,within,IN,within,O
9380,the,DT,the,O
9381,year,NN,year,O
9382,;,:,;,O
9383,and,CC,and,O
9384,no,DT,no,O
9385,wonder,NN,wonder,O
9386,!,.,!,O
9387,for,IN,for,O
9388,",",",",",",O
9389,on,IN,on,O
9390,the,DT,the,O
9391,morrow,NN,morrow,O
9392,of,IN,of,O
9393,that,DT,that,O
9394,wild,JJ,wild,O
9395,and,CC,and,O
9396,fearful,JJ,fearful,O
9397,night,NN,night,O
9398,",",",",",",O
9399,the,DT,the,O
9400,shepherd,NN,shepherds,O
9401,",",",",",",O
9402,coming,VBG,coming,O
9403,down,RP,down,O
9404,the,DT,the,O
9405,Fell,NNP,Fell,O
9406,side,NN,side,O
9407,",",",",",",O
9408,found,VBD,found,O
9409,Miss,NNP,Miss,O
9410,Maude,NNP,Maude,O
9411,sitting,VBG,sitting,O
9412,",",",",",",O
9413,all,DT,all,O
9414,crazy,NN,crazy,O
9415,and,CC,and,O
9416,smiling,NN,smiling,O
9417,",",",",",",O
9418,under,IN,under,O
9419,the,DT,the,O
9420,holly-trees,NNS,holly-trees,O
9421,",",",",",",O
9422,nursing,VBG,nursing,O
9423,a,DT,a,O
9424,dead,JJ,dead,O
9425,child,NN,child,O
9426,",",",",",",O
9427,with,IN,with,O
9428,a,DT,a,O
9429,terrible,JJ,terrible,O
9430,mark,NN,mark,O
9431,on,IN,on,O
9432,it,PRP,its,O
9433,right,JJ,right,O
9434,shoulder,NN,shoulder,O
9435,.,.,.,O
9436,'But,CC,'But,O
9437,that,IN,that,O
9438,wa,VBZ,was,O
9439,not,RB,not,O
9440,what,WP,what,O
9441,killed,VBD,killed,O
9442,it,PRP,it,O
9443,",",",",",",O
9444,','',',O
9445,said,VBD,said,O
9446,Dorothy,NNP,Dorothy,O
9447,:,:,:,O
9448,'it,CD,'it,O
9449,wa,IN,was,O
9450,the,DT,the,O
9451,frost,NN,frost,O
9452,and,CC,and,O
9453,the,DT,the,O
9454,cold,NN,cold,O
9455,.,.,.,O
9456,Every,DT,Every,O
9457,wild,JJ,wild,O
9458,creature,NN,creature,O
9459,wa,NN,was,O
9460,in,IN,in,O
9461,it,PRP,its,O
9462,hole,NN,hole,O
9463,",",",",",",O
9464,and,CC,and,O
9465,every,DT,every,O
9466,beast,NN,beast,O
9467,in,IN,in,O
9468,it,PRP,its,O
9469,fold,VBD,fold,O
9470,",",",",",",O
9471,while,IN,while,O
9472,the,DT,the,O
9473,child,NN,child,O
9474,and,CC,and,O
9475,it,PRP,its,O
9476,mother,JJR,mother,O
9477,were,VBD,were,O
9478,turned,VBN,turned,O
9479,out,RP,out,O
9480,to,TO,to,O
9481,wander,VB,wander,O
9482,on,IN,on,O
9483,the,DT,the,O
9484,Fells,NNP,Fells,O
9485,!,.,!,O
9486,And,CC,And,O
9487,now,RB,now,O
9488,you,PRP,you,O
9489,know,VBP,know,O
9490,all,DT,all,O
9491,!,.,!,O
9492,and,CC,and,O
9493,I,PRP,I,O
9494,wonder,VBP,wonder,O
9495,if,IN,if,O
9496,you,PRP,you,O
9497,are,VBP,are,O
9498,le,JJ,less,O
